1.3616 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
711.5676 	EXP 	text_3: text = 'T'
711.5676 	EXP 	text_3: autoDraw = True
721.5540 	EXP 	New trial (rep=2, index=23): OrderedDict([('letter', 'P')])
721.5681 	EXP 	text_3: autoDraw = False
721.5681 	EXP 	text_3: text = 'P'
721.5681 	EXP 	text_3: autoDraw = True
731.5526 	EXP 	New trial (rep=3, index=0): OrderedDict([('letter', 'ծ')])
731.5680 	EXP 	text_3: autoDraw = False
731.5680 	EXP 	text_3: text = 'ծ'
731.5680 	EXP 	text_3: autoDraw = True
741.5404 	EXP 	New trial (rep=3, index=1): OrderedDict([('letter', 'ճ')])
741.5544 	EXP 	text_3: autoDraw = False
741.5544 	EXP 	text_3: text = 'ճ'
741.5544 	EXP 	text_3: autoDraw = True
751.5544 	EXP 	New trial (rep=3, index=2): OrderedDict([('letter', 'D')])
751.5692 	EXP 	text_3: autoDraw = False
751.5692 	EXP 	text_3: text = 'D'
751.5692 	EXP 	text_3: autoDraw = True
761.5543 	EXP 	New trial (rep=3, index=3): OrderedDict([('letter', 'A')])
761.5690 	EXP 	text_3: autoDraw = False
761.5690 	EXP 	text_3: text = 'A'
761.5690 	EXP 	text_3: autoDraw = True
771.5546 	EXP 	New trial (rep=3, index=4): OrderedDict([('letter', '\u1cb0')])
771.5700 	EXP 	text_3: autoDraw = False
771.5700 	EXP 	text_3: text = '\u1cb0'
771.5700 	EXP 	text_3: autoDraw = True
781.5557 	EXP 	New trial (rep=3, index=5): OrderedDict([('letter', '\u1ca4')])
781.5705 	EXP 	text_3: autoDraw = False
781.5705 	EXP 	text_3: text = '\u1ca4'
781.5705 	EXP 	text_3: autoDraw = True
791.5411 	EXP 	New trial (rep=3, index=6): OrderedDict([('letter', 'V')])
791.5564 	EXP 	text_3: autoDraw = False
791.5564 	EXP 	text_3: text = 'V'
791.5564 	EXP 	text_3: autoDraw = True
801.5421 	EXP 	New trial (rep=3, index=7): OrderedDict([('letter', 'E')])
801.5494 	DATA 	Keypress: escape
801.5573 	EXP 	text_3: autoDraw = False
801.5573 	EXP 	text_3: text = 'E'
801.5573 	EXP 	text_3: autoDraw = True
801.7491 	EXP 	window1: mouseVisible = True
